id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
5702	No candidate mentioned	1	yes	1	Negative	0.683	None of the above	0.6533		fireflye10		8				8/7/15 8:31	6.30E+17	Boston area	Eastern Time (US & Canada)		RT @jeromebristow76: From VoteTrueBlue2016 on Facebook!The Cliff Notes Version of the Debate!#GOPDebate #VoteBlue2016 #UniteBlue http://t…
5769	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		Nomadjl		2				8/7/15 8:30	6.30E+17	Vienna West Virginia	Quito		RT @shellbelle1022: Oh my G-O-S-H. She really is fantastic! #CarlyFiorina #GOPDebate #ChrisMatthewsgottold https://t.co/H3DSS4Dxmo
3281	No candidate mentioned	0.4857	yes	0.6969	Neutral	0.3601	None of the above	0.4857		rcadyn		28				8/7/15 9:20	6.30E+17				RT @LaurenC_Lux: Last night's #GOPdebate was the most-watched primary debate in history: http://t.co/rYALwGRJCz
3975	Donald Trump	1	yes	1	Negative	1	None of the above	1		NaYaKnoMi		0				8/7/15 9:12	6.30E+17		Central Time (US & Canada)		"gop will keep looking inept next to trump until they can say, ""some of you people don't mean shit to me."" as well as he does #GOPDebate"
11005	Donald Trump	1	yes	1	Negative	0.3645	None of the above	1		Cock_Diesel12		72				8/6/15 19:44	6.29E+17	"Henderson, LA"			RT @RWSurferGirl: You would never know @realDonaldTrump is the frontrunner from watching this debate. 🇺🇸 #GOPDebate #GOPDebates
2165	Donald Trump	1	yes	1	Neutral	0.6742	None of the above	1		fart170880		44				8/7/15 9:33	6.30E+17				"RT @ARTEM_KLYUSHIN: Trump family prior to getting off plane in Cleveland, Ohio. #GOPDebate #MakeAmericaGreatAgain #Trump2016🇺🇸 http://t.…"
10721	Ted Cruz	1	yes	1	Negative	0.6159	FOX News or Moderators	1		tshyde		21				8/6/15 19:50	6.29E+17	"Seattle, WA"	Pacific Time (US & Canada)		RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? I'm LOL at how you refuse to ask him questions!#GOPDebat…
11867	Donald Trump	1	yes	1	Negative	1	None of the above	1		Donitalovesdomo		9				8/6/15 19:30	6.29E+17	"Los Angeles, California"			RT @SupermanHotMale: Donald Trump: I have never gone bankrupt Really donald? REALLY DONALD? You fucking liar #GopDebates
636	No candidate mentioned	0.4495	yes	0.6705	Negative	0.3409	None of the above	0.4495		CharlesMcNulty		1				8/7/15 9:49	6.30E+17	Los Angeles	Pacific Time (US & Canada)		"RT @whoisbenchang: The #GOPDebate as theater, made-for-TV (&amp; web) drama, (and, duh) reality TV, via @CharlesMcNulty @latimes http://t.co/lT…"
5295	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		StassiPost		0				8/7/15 8:37	6.30E+17	United States			"""This wasn’t a debate, this was an inquisition."" A Foxy, Rowdy Republican Debate http://t.co/GI9kAKuee1 #GOPDebate #tcot #ccot #ycot"
2752	Donald Trump	1	yes	1	Negative	1	Immigration	1		FBravodelaPena		6				8/7/15 9:27	6.30E+17				"RT @VishalDisawar: .@realDonaldTrump - ""We need to keep illegals out"". How about we keep Donald Trump out. #GOPDebate #immigration"
10033	Jeb Bush	1	yes	1	Neutral	0.6344	None of the above	1		NateMJensen		0				8/6/15 20:03	6.29E+17	"Silver Spring, MD"	Eastern Time (US & Canada)		Bush's closing statement provided by Moody's. #GOPDebates
2719	No candidate mentioned	1	yes	1	Negative	0.6598	Jobs and Economy	0.6598		jimbthepilot		377				8/7/15 9:27	6.30E+17				RT @GregAbbott_TX: Dear @FoxNews: I could create millions of jobs &amp; a 4% growth rate by eliminating ObamaCare gutting EPA &amp; repealing Dodd-…
6581	No candidate mentioned	0.4171	yes	0.6458	Neutral	0.6458	None of the above	0.4171		poweraaron619		0				8/7/15 8:18	6.30E+17		Quito		last nights #GOPdebate was crazy. pretty entertaining but i think very few candidates showed presidential stature.
195	Donald Trump	1	yes	1	Negative	0.6941	FOX News or Moderators	0.6941		CaptainDoone		1				8/7/15 9:53	6.30E+17	York			RT @AllThingsFlynn: This Trump vs. Fox News conflict is quite the conundrum. It’s like the personification of Greed vs. Hate. Who do I root…
5857	No candidate mentioned	1	yes	1	Neutral	0.6928	None of the above	1		joemacare		1				8/7/15 8:29	6.30E+17	Chicago	Central Time (US & Canada)		RT @TiffLizB: NOPE! RT @thehill: Hillary spent the #GOPDebate with Kim and Kanye: http://t.co/zyBkQ6S9r4 http://t.co/hoWMsj2hmM
9916	No candidate mentioned	1	yes	1	Negative	0.6897	None of the above	1		sugaree71		2				8/6/15 20:06	6.29E+17	Chicago!!!	Central Time (US & Canada)		"IT IS OVER!!!! Doubt I""ll be able to take many more #GOPDebates. Not enough popcorn in the universe! Onto the #DailyShow. #minnows"
9807	No candidate mentioned	1	yes	1	Neutral	1	None of the above	0.6563		wesleymorganjr		0				8/6/15 20:10	6.29E+17	"Dallas, Texas"	Central Time (US & Canada)		LIVE on #Periscope: GOP Debate Highlights #gopdebates https://t.co/w4PKBuAufU
7344	No candidate mentioned	1	yes	1	Negative	0.6364	Racial issues	1		BCCBrooklyn		481				8/7/15 8:06	6.30E+17	Brooklyn			RT @kumailn: Guys! We've cured racism! I didn't realize until just now! Congrats all! #GOPDebate
7301	No candidate mentioned	1	yes	1	Positive	0.6535	None of the above	1		plbrocks		1				8/7/15 8:07	6.30E+17	"Melbourne, Australia"	Melbourne		RT @RossCameron4: #GOPDebate rules used to require the audience to stay silent. The @GOP trusting audience to boo applaud was genius. http:…
10991	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		viadear		0				8/6/15 19:44	6.29E+17		Atlantic Time (Canada)		"Say, ""Bibi."" C'mon. You know you want to. #GOPDebates"
7417	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		_justbeinggreat		1				8/7/15 8:05	6.30E+17				RT @AmiraMitch: They were a mess!!! #GOPDebate https://t.co/93SdCTvcQ9
13576	No candidate mentioned	1	yes	1	Neutral	0.6782	None of the above	1		etoilee8		0				8/6/15 19:01	6.29E+17	"Reston, Va. (close to DC)"	Eastern Time (US & Canada)		"What does your father being a mailman have to do with anything? But dude, I'm digging that you have a tiny bit of compassion #GOPDebates"
4835	No candidate mentioned	1	yes	1	Negative	0.6548	None of the above	1		GPIngersoll		2				8/7/15 8:44	6.30E+17	"Alexandria, Virginia"	Eastern Time (US & Canada)		"RT @TheWorldsFrates: The GOP B-League Debaters, Rated As B-League Fast Food Restaurants #GOPDebate http://t.co/0NFnX9Gnuw via @dailycaller"
2538	No candidate mentioned	0.4594	yes	0.6778	Neutral	0.3444	None of the above	0.4594		MoieRay		11				8/7/15 9:29	6.30E+17		Eastern Time (US & Canada)		RT @CeeJayCraig: I'm so ready for the next #GOPDebate
4475	No candidate mentioned	1	yes	1	Neutral	0.6705	None of the above	1		MikeBearTrainer		45				8/7/15 8:49	6.30E+17				"RT @DougStanhope: Hillary comes at you from every angle, striking, ground and pound, arm bar. She's unstoppable. Or am I thinking of the wr…"
11534	Jeb Bush	1	yes	1	Negative	1	None of the above	0.675		madeintulsa		3				8/6/15 19:35	6.29E+17	"Portland, OR"			RT @PuestoLoco: .@dccc @PPFACancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush#GOPDebates #CantTrustABush http://t.co/b…
4564	Donald Trump	0.3997	yes	0.6322	Negative	0.6322	None of the above	0.3997		RONCOULTER		0				8/7/15 8:48	6.30E+17	FLORIDA	Indiana (East)		#TRUMP is beyond Teflon. He could cut @megynkelly into pieces &amp; feed her to Mike Wallace's disappointment &amp; his #'s would go up. #GOPDebate
2047	Donald Trump	0.4025	yes	0.6344	Negative	0.6344	FOX News or Moderators	0.4025		SharNeal		1				8/7/15 9:34	6.30E+17	Arizona USA	Pacific Time (US & Canada)		"RT @HoldenMirror: The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you ha…"
9652	No candidate mentioned	1	yes	1	Negative	0.6706	None of the above	1		AtlBlue2		43				8/6/15 20:16	6.29E+17	"Atlanta, GA"	Eastern Time (US & Canada)		RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate #GOPDebates
13621	Jeb Bush	1	yes	1	Negative	1	None of the above	1		hogarmio		6				8/6/15 19:00	6.29E+17				RT @SupermanHotMale: NO MORE BUSHS FUCK YOU JEB #GopDebates
6739	No candidate mentioned	1	yes	1	Negative	1	Racial issues	0.6797		DutraGale		2				8/7/15 8:15	6.30E+17				RT @BNLieb: By smearing opponents of #WhiteGenocide as “Nazis” Libzis perverted the #MemoryOfTheHolocaust into a weapon to GUARANTEE genoci…
7315	Donald Trump	1	yes	1	Positive	1	None of the above	1		Davidosk		0				8/7/15 8:07	6.30E+17	Future Uachtaráin na hÉireann	Dublin		"Hands up who won the #GOPDebate polls show @realDonaldTrump to increase his lead after win,America trusts #Trump2016 http://t.co/GKa0V49AlB"
9993	No candidate mentioned	1	yes	1	Neutral	0.6667	None of the above	0.6344		thegandiman		0				8/6/15 20:04	6.29E+17	"40.702091,-73.98278"	Eastern Time (US & Canada)		"RT @tylertronson: God told me to be president. So, like, I guess I'm going to go be president, or whatever. #GOPDebates"
13512	No candidate mentioned	1	yes	1	Negative	0.6653	None of the above	1		M_Haley		0				8/6/15 19:02	6.29E+17	Up east.	Eastern Time (US & Canada)		Right now I'm less scared about the requirements to be a candidate and more scared about requirements to be a neurosurgeon #GOPDebates
8134	Donald Trump	0.6588	yes	1	Positive	0.3412	None of the above	1		1catherinesiena		0				8/7/15 6:26	6.30E+17		Central Time (US & Canada)		@slone @realDonaldTrump We're watching their plans unfold- psych. warfare - pure &amp; simple. Games. #gopdebates
12695	Scott Walker	1	yes	1	Negative	1	Foreign Policy	1		SupermanHotMale		7				8/6/15 19:17	6.29E+17	"Cocoa Beach, Florida"	Eastern Time (US & Canada)		"Scott Walker: Don't do business with Iran, just the crooked Koch Brothers Way to go Dickhead Walker #GopDebates"
9489	No candidate mentioned	1	yes	1	Negative	0.6559	FOX News or Moderators	1		MentonGini		155				8/6/15 20:23	6.29E+17				RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
13211	Jeb Bush	1	yes	1	Negative	1	None of the above	1		mickieanderson4		172				8/6/15 19:08	6.29E+17				RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate #GOPDebates
13242	No candidate mentioned	1	yes	1	Positive	0.3523	None of the above	0.6477		grahamkilmer		50				8/6/15 19:07	6.29E+17	"Milwaukee, Wi"			RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates
11135	Ted Cruz	0.4782	yes	0.6915	Neutral	0.3617	FOX News or Moderators	0.4782		BarbraLWP		21				8/6/15 19:42	6.29E+17	Virginia	Eastern Time (US & Canada)		RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? I'm LOL at how you refuse to ask him questions!#GOPDebat…
2317	No candidate mentioned	1	yes	1	Negative	1	Women's Issues (not abortion though)	0.3448		gwensnyderPHL		22				8/7/15 9:31	6.30E+17	Philadelphia	Eastern Time (US & Canada)		"RT @HelenGym2015: Love Twitter bringing humor to #GOPdebate but end of day 2015 GOP is still the anti-woman, anti-immigrant, pro-rich, anti…"
8937	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		JNYUTAH		142				8/6/15 21:25	6.30E+17	@JohnnyUtahsNYC	Mazatlan		RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate #GOPDebates
2696	Ben Carson	1	yes	1	Positive	1	None of the above	1		JsnshsSushd		35				8/7/15 9:27	6.30E+17				RT @KurtSchlichter: Nice Dr Carson. Nice. #GOPDebate
5389	No candidate mentioned	1	yes	1	Negative	0.3587	None of the above	1		Marnus3		1				8/7/15 8:36	6.30E+17	Playing deep in left field	Eastern Time (US & Canada)		The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho @francie57 @MemphisJohnny1 @Floridagordon @floridajewel @Infamous_Deb
9972	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		styln_jones		7				8/6/15 20:04	6.29E+17	12th Rock From the Sun	Central Time (US & Canada)		"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…"
8177	Ted Cruz	1	yes	1	Positive	0.663	None of the above	1		gramps97		67				8/7/15 6:08	6.30E+17				"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do. #GOPDebates"
9009	Donald Trump	1	yes	1	Negative	1	None of the above	1		CallunaAilish		1				8/6/15 21:13	6.30E+17	Eastern North Carolina			RT @GizmoOlder: @nytimes #Trump2016 spoke more but said less in #GOPDebates
2747	Donald Trump	1	yes	1	Negative	0.6706	None of the above	0.6706		mikerotondo86		3				8/7/15 9:27	6.30E+17	"Los Angeles, CA"			RT @ullikemike: #Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate https:…
13591	Chris Christie	1	yes	1	Negative	1	None of the above	1		jennrios1191		0				8/6/15 19:00	6.29E+17				@ChrisChristie tried to make out like he wasn't using warrants. #StandWithRand #randpaul #gopdebates
191	Donald Trump	0.4768	yes	0.6905	Negative	0.6905	Women's Issues (not abortion though)	0.4768		amapes3		0				8/7/15 9:53	6.30E+17				@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter
1630	Mike Huckabee	0.6602	yes	1	Negative	0.6602	None of the above	1		NYMediaCritic		0				8/7/15 9:39	6.30E+17				.@GovMikeHuckabee @FrankLuntz Haha. Dream on. #GOPDebate
9777	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6196		JonMcPhee		43				8/6/15 20:11	6.29E+17				RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate #GOPDebates
9757	Donald Trump	1	yes	1	Negative	0.6239	None of the above	1		idarrylm		0				8/6/15 20:13	6.29E+17				So I turned on MSNBC for opinions on the #GOPDebates. They were talking Trump Trump Trump. Huh? Were they listening all night?
96	Donald Trump	1	yes	1	Negative	0.6659	None of the above	0.6905		ACasaFreehold		1				8/7/15 9:54	6.30E+17	191 Throckmorton St. Freehold			RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj
6946	No candidate mentioned	0.4241	yes	0.6513	Negative	0.6513	None of the above	0.4241		CK_Hallman5		57				8/7/15 8:12	6.30E+17	"Columbia, SC"	Quito		RT @HillaryforSC: #GOPDebate has shown Republicans have no answers for future--more interested in turning back the clock on progress #sctwe…
12670	No candidate mentioned	1	yes	1	Neutral	0.6396	None of the above	1		jaricadavis		0				8/6/15 19:17	6.29E+17				"@D_Copperfield Watching the #GOPdebates, eh?"
3107	No candidate mentioned	0.4179	yes	0.6465	Positive	0.6465		0.2285		McGuireFilm		0				8/7/15 9:22	6.30E+17	"Colorado, USA"	Mountain Time (US & Canada)		Jon Stewart isn't Dr Dre but when he talks #GOPDebate via #InternationalBeerDay it's The Gift that brings the #FridayFeeling
4824	Donald Trump	0.4196	yes	0.6477	Negative	0.6477	Jobs and Economy	0.4196		Teamsters		5				8/7/15 8:44	6.30E+17	"Washington, D.C."	Eastern Time (US & Canada)		RT @FightFor15PA The #GOP presidential candidates mentioned #MinimumWage a total of 0 times during the #GOPDebate http://t.co/sw8inDq9SJ
11416	Rand Paul	1	yes	1	Negative	1	None of the above	1		Therealdealer1		3				8/6/15 19:37	6.29E+17				RT @DanMoore755: Am I the only one who doesn't trust @RandPaul #RandPaul #GOP2016 #GOPDebate #GOPDebates #USA #Merica
5253	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		djmorrison01		1				8/7/15 8:37	6.30E+17		Eastern Time (US & Canada)		RT @EightDotters: I just took a stroll through #GOPDebate hashtag. Have spit loads of coffee laughing. Good form progressives. (@djmorrison…
7186	No candidate mentioned	1	yes	1	Negative	1	Racial issues	0.3523		EricStephens619		0				8/7/15 8:09	6.30E+17	"San Diego, CA"	Pacific Time (US & Canada)		Why does the media call Carly Fiorina the only female GOP candidate? Do the Democrats have more than one? Or anyone not white? #GOPDebate
5726	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		CynthiaHRivas		0				8/7/15 8:31	6.30E+17	"Newark, DE Berkeley, CA"	Eastern Time (US & Canada)		His tweets made more sense than the #GOPDebate https://t.co/2tJa5ORrzS
2281	Donald Trump	0.4493	yes	0.6703	Negative	0.3407	Foreign Policy	0.2284		rcadyn		5				8/7/15 9:32	6.30E+17				RT @RyanMauro: Arab columnist praises @realDonaldTrump #DonaldTrump #GOPDebate: http://t.co/3wqjfZgH2q
3893	No candidate mentioned	0.4218	yes	0.6495	Negative	0.3402	None of the above	0.4218		juanyfbaby		0				8/7/15 9:13	6.30E+17	Phoenix	Pacific Time (US & Canada)		"Steps to help you understand #KKKorGOP: 1) define rhetoric, 2) consume #GOPDebate rhetoric, 3) spot similarities. https://t.co/lkuHW2NRXs"
13666	Jeb Bush	1	yes	1	Negative	1	Foreign Policy	0.6599		Lynn9353		0				8/6/15 18:59	6.29E+17		Eastern Time (US & Canada)		@JebBush2016 You Called PPL ? Families Of The KIA In Iraq You Said #GOPDebates Not My Sister 😡 Your Brother Didn't Even Call 😡
403	Jeb Bush	1	yes	1	Negative	1	None of the above	1		trefolution		9				8/7/15 9:51	6.30E+17	"Portland, OR"	Mountain Time (US & Canada)		RT @joshcomers: Jeb makes me want to blow rails with W before we wreck his dad’s car. #GOPDebate
4330	No candidate mentioned	1	yes	1	Neutral	0.6692	Racial issues	1		Beem_Skeem		1				8/7/15 9:08	6.30E+17	"Greenville, SC to Atlanta"	Central Time (US & Canada)		#GOPDebate JUSTICE IN AMERICA #SANDRABLAND #BlackLivesMatter http://t.co/r0xXbgvQb3
1434	No candidate mentioned	1	yes	1	Negative	1	Women's Issues (not abortion though)	0.6526		lilithjaay		1				8/7/15 9:41	6.30E+17		Mountain Time (US & Canada)		RT @ShabanaMir1: What scares me most about #GOPDebate : the people who break into storms of applause at misogyny &amp; crazy talk.
379	John Kasich	0.4444	yes	0.6667	Positive	0.6667	Jobs and Economy	0.4444		kevinburger72		75				8/7/15 9:51	6.30E+17		Central Time (US & Canada)		RT @JohnKasich: Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xe…
10612	No candidate mentioned	1	yes	1	Neutral	0.6703	None of the above	1		Just_JDreaming		2				8/6/15 19:52	6.29E+17	DMV	Quito		"Pastors, Mailmen, Plumbers and Presidents #GOPDads #GOPDebates"
9727	No candidate mentioned	0.4123	yes	0.6421	Negative	0.3368		0.2298		MrEd331		64				8/6/15 20:14	6.29E+17		Eastern Time (US & Canada)		"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak. It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…"
4717	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		MarkMMcClain		0				8/7/15 8:45	6.30E+17	USA	Central Time (US & Canada)		The Left always tells us of whom they are most afraid. #GOPDebate https://t.co/ib6o7f755V
3240	No candidate mentioned	1	yes	1	Positive	0.6526	None of the above	1		MeaganHansen82		0				8/7/15 9:21	6.30E+17	"Kearns, UT"	Mountain Time (US & Canada)		Watching the GOP debate this morning ( yes I missed it last night ) ..wow just wow. O_o #GOPDebate
10495	No candidate mentioned	1	yes	1	Negative	0.6354	Religion	1		RIBriGuy		0				8/6/15 19:54	6.29E+17	"Smithfield, RI"	Eastern Time (US & Canada)		The question about God and the Veterans. What a softball. #GOPDebates
398	Donald Trump	1	yes	1	Positive	0.6897	None of the above	1		Tea4Freedom		203				8/7/15 9:51	6.30E+17	Texas	Central Time (US & Canada)		RT @WayneDupreeShow: Disagree all you want#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarso…
10370	No candidate mentioned	1	yes	1	Neutral	1	Religion	0.7065		DelBauer		0				8/6/15 19:56	6.29E+17	MSP - LAS - MSP	Central Time (US & Canada)		"Speaking of the constitution, do you believe in the part that talks about separation of church and state? #GOPDebates"
10134	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		hyeyoothere		0				8/6/15 20:00	6.29E+17		Eastern Time (US & Canada)		Is this a pity party? #GOPDebates
1574	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		GalFreakyFriday		0				8/7/15 9:39	6.30E+17				DUMBMASSES #IDIOCRACY #GOPDebate https://t.co/C7fFOOErmn
11896	Jeb Bush	1	yes	1	Negative	1	None of the above	0.6591		NateMJensen		0				8/6/15 19:29	6.29E+17	"Silver Spring, MD"	Eastern Time (US & Canada)		Bush is going to prolife through bond ratings. I don't get it. But he does have a lot of money. #GOPdebates
95	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		kweidleman		1				8/7/15 9:54	6.30E+17	"Washington, DC"	Eastern Time (US & Canada)		"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7X…"
11603	Donald Trump	1	yes	1	Negative	0.6562	None of the above	1		nursingusa		72				8/6/15 19:34	6.29E+17	 	Quito		RT @RWSurferGirl: You would never know @realDonaldTrump is the frontrunner from watching this debate. 🇺🇸 #GOPDebate #GOPDebates
10864	Rand Paul	1	yes	1	Positive	0.357	None of the above	1		mitchbytes		0				8/6/15 19:47	6.29E+17	Philly	Quito		I want what Rand Paul is having #GOPDebates
1148	No candidate mentioned	1	yes	1	Negative	0.6725	None of the above	0.6725		emextremic		2				8/7/15 9:44	6.30E+17	chicago heights	Central Time (US & Canada)		RT @EthanEllis32: Pretty sure Republicans consider Straight Outta Compton to be a horror movie #GOPDebate #DebateWithBernie
12625	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6468		TXPatriot76		23				8/6/15 19:18	6.29E+17	"Dallas, TX"	Eastern Time (US & Canada)		"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
1566	No candidate mentioned	1	yes	1	Negative	0.6444	LGBT issues	0.6889		taelornagle		21				8/7/15 9:39	6.30E+17	"LI, NY ♐️"	Central Time (US & Canada)		"RT @emily_hohman: Yes, please, let's hear more about what women should do with their bodies from people WHO ARE NOT WOMEN. #GOPDebate"
3084	Jeb Bush	1	yes	1	Negative	1	Immigration	0.7049		DocJ4U		40				8/7/15 9:23	6.30E+17	Beverly Hills	Pacific Time (US & Canada)		RT @GayPatriot: Hey @JebBush - American citizenship is NOT a universal human right. #NoMoreBushes #GOPDebate
5889	Donald Trump	0.4025	yes	0.6344	Positive	0.3333		0.2319		thehill		14				8/7/15 8:29	6.30E+17	"Washington, DC"	Eastern Time (US & Canada)		Trump got double the speaking time of Paul: http://t.co/2wndAiiiKc #GOPDebate http://t.co/1nAioxCLn9
12363	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		theKellyKade		0				8/6/15 19:22	6.29E+17	"New York, NY"	Eastern Time (US & Canada)		Retweeted CDM (@RWSurferGirl):Fox News is obviously trying to influence the makeup of the Republican field. 󾓬󾓦 #GOPDebate #GOPDebates
1020	No candidate mentioned	1	yes	1	Neutral	1	None of the above	0.6559		WallSarawall38		12				8/7/15 9:45	6.30E+17	"South Carolina, USA"			RT @amysmith70: .@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball #msnbc #mediabias #GOPDebate http://t.co/dXxIhajzg9
5666	Jeb Bush	0.6561	yes	1	Neutral	0.6905	Gun Control	0.6905		myap1988		0				8/7/15 8:32	6.30E+17				@Dreamdefenders how about when someone attacks you you can defend yourself. boom #explained #gopdebate
10139	No candidate mentioned	1	yes	1	Negative	1	Immigration	0.6421		BobbyNamdar		0				8/6/15 20:00	6.29E+17	"Long Island, NY • Boston, MA"	Eastern Time (US & Canada)		How many of these people's parents fled Cuba?! MY GOD it was great there! #GOPDebates
136	Donald Trump	0.6921	yes	1	Negative	1	FOX News or Moderators	1		JCArgentum		310				8/7/15 9:53	6.30E+17				"RT @DanScavino: .@MegynKelly,You failed the American people tonight. You tried to make history, by destroying @realDonaldTrump. #KellyFai…"
7520	No candidate mentioned	0.4298	yes	0.6556	Negative	0.6556	Religion	0.2331		JesusForBernie		0				8/7/15 8:03	6.30E+17	"Everywhere, Always"			"Blah I have a hangover from that ""debate"" last night. God forbid any of those fools win the White House or we'll all overdose. #GOPDebate"
10052	Jeb Bush	1	yes	1	Negative	0.6629	FOX News or Moderators	0.3371		talexander_au		9				8/6/15 20:02	6.29E+17				RT @ShawnDrurySC: Jeb: My father was OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
8346	No candidate mentioned	0.6526	yes	1	Neutral	0.3684	None of the above	0.6526		50nsexy2014		1				8/7/15 4:29	6.30E+17	Pennsylvania	Pacific Time (US & Canada)		"RT @fieldnegro: So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates"
10128	Jeb Bush	0.3627	yes	0.6023	Negative	0.3068		0.2395		ShawnDrurySC		9				8/6/15 20:01	6.29E+17		Eastern Time (US & Canada)		Jeb: My father was OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
3050	Donald Trump	1	yes	1	Negative	0.3579	None of the above	1		Hardkandy000		0				8/7/15 9:23	6.30E+17	"Ann Arbor, MI"	Quito		Language is beautiful http://t.co/GFyTi5ilVC #GOPDebate #DonaldTrump
7042	Donald Trump	1	yes	1	Negative	1	None of the above	1		noahberkley		0				8/7/15 8:11	6.30E+17	"Somerville, MA"	Eastern Time (US & Canada)		You know it's bad when Trump comes out looking like a champ in this situation #GOPDebate
5055	No candidate mentioned	0.4307	yes	0.6563	Positive	0.6563	None of the above	0.4307		SarahRamsingh		0				8/7/15 8:41	6.30E+17	MilkyWay-SanFran-NYC-Miami	Quito		This caption is puuuuuuurfect. https://t.co/LuQdtgv4Fb #hillaryclinton #hillary2016 #vote #election #gopdebate
13017	Jeb Bush	1	yes	1	Negative	0.6778	FOX News or Moderators	1		PhillipLaird		153				8/6/15 19:11	6.29E+17	USA	Eastern Time (US & Canada)		RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates #GOPDebates
4555	Donald Trump	1	yes	1	Neutral	0.3438	None of the above	0.6667		sandwillbesand		135				8/7/15 8:48	6.30E+17		CDT		RT @AC360: I think the biggest problem this country has is being totally politically correct - @realDonaldTrump in #GOPDebate http://t.co/H…
9645	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		TimCohn		0				8/6/15 20:16	6.29E+17	United States	Central Time (US & Canada)		I predict the #GOPDebates will see the present poll leader drop 3-5 points in the polls thus entering a +/- 1-2 point three way tie.
12252	Jeb Bush	1	yes	1	Negative	1	None of the above	1		Chris_Cheetham		172				8/6/15 19:24	6.29E+17	USA	Eastern Time (US & Canada)		RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate #GOPDebates
10713	No candidate mentioned	0.4782	yes	0.6915	Negative	0.3617	Religion	0.2501		Perry_T		0				8/6/15 19:50	6.29E+17		Mid-Atlantic		#GOPDebates and there goes the 1st amendment.
12081	No candidate mentioned	1	yes	1	Neutral	0.6471	None of the above	1		58isthenew40		0				8/6/15 19:26	6.29E+17	#UniteBlue			Do chocolate chips count as a substitute for #Drinks during #GOPDebates ?
