id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	screen_name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
525	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		M_Netherton		0				8/7/15 9:50	6.30E+17	"Bainbridge Island, WA"			Walked out of a restaurant last night even before my meal came feeling sick to my stomach #GOPDebate
526	John Kasich	0.3508	yes	1	Neutral	0.6868	None of the above	1		dmarro		0				8/7/15 9:50	6.30E+17	"Long Island, NY"			Winners of the #GOPDebate as far as I'm concerned:@CarlyFiorina @JohnKasich @RealBenCarson @marcorubio
527	No candidate mentioned	1	yes	1	Positive	0.6729	FOX News or Moderators	0.6729		myagent2000		4				8/7/15 9:50	6.30E+17	"Georgia, Texas, New Mexico"			"RT @AlexisinNH: Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate"
528	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		MisteProgram		0				8/7/15 9:50	6.30E+17		Eastern Time (US & Canada)		"#gopdebate Both debate stages were so filled with liars, traitors, double-talking cheaters, deceiving misogynists it stunk to high heaven."
529	Chris Christie	1	yes	1	Neutral	1	None of the above	0.663		sharynbovat		0				8/7/15 9:50	6.30E+17	Washington DC	Central Time (US & Canada)		If we played #GOPdebate survivor @CarlyFiorina @BobbyJindal should replace @ChrisChristie &amp; @GovMikeHuckabee http://t.co/yfaJHhIVKG @gannett
530	Donald Trump	0.4716	yes	0.6867	Neutral	0.3855	FOX News or Moderators	0.4716		mikeymo22		340				8/7/15 9:50	6.30E+17	"Sicklerville,NJ"	Eastern Time (US & Canada)		RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the #GOPDebate? I'm pretty sure I was never married to her.
531	Mike Huckabee	1	yes	1	Negative	0.6932	LGBT issues	1		sasasamm		1				8/7/15 9:50	6.30E+17	Cleveland/Akron	Eastern Time (US & Canada)		"RT @Jayedilla: Surprise surprise, @GovMikeHuckabee thinks #trans life is a ""social experiment"" #GOPDebate"
532	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		franciscanwife		3				8/7/15 9:50	6.30E+17	Finger Lakes Region	Atlantic Time (Canada)		"RT @BobLonsberry: Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts."
533	No candidate mentioned	1	yes	1	Positive	0.6809	FOX News or Moderators	0.6809		ramglez38		228				8/7/15 9:50	6.30E+17				"RT @megynkelly: Crazy day, fun night, exhausting week. This is moments before the #GOPDebate - firing up for the big event. http://t.co/vwG…"
534	Ted Cruz	1	yes	1	Positive	1	None of the above	1		EscapeVelo		8				8/7/15 9:50	6.30E+17	Twitter			RT @thecjpearson: Called it. #GOPDebate #2016 #CruzToVictory http://t.co/P5JEm3cfpW
535	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		patriotmom61		0				8/7/15 9:50	6.30E+17	Virginia Peninsula	Quito		".@BillHemmer Did you ask Romney if his ""moment had passed?"" Would you have asked Reagan in 1980 the same? Worst question of the #GOPDebate"
536	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		karicutie21		1125				8/7/15 9:50	6.30E+17	"Vancouver, BC"			RT @pattonoswalt: They're talking about Hilary like she's John Wick. I love it. #GOPDebate
537	No candidate mentioned	1	yes	1	Negative	1	Religion	0.6556		stackartist		0				8/7/15 9:50	6.30E+17	Northern California			Strange. God told me NOT to vote for them. #GOPDebate https://t.co/b8SR6mMALx
538	No candidate mentioned	0.4805	yes	0.6932	Neutral	0.3523	None of the above	0.4805		judydchandler		188				8/7/15 9:50	6.30E+17	WA state			RT @TheBaxterBean: Rick Santorum said it best. #GOPDebate http://t.co/J97RbjEYlV
539	Donald Trump	0.6813	yes	1	Positive	0.3407	None of the above	1		alaimoa		0				8/7/15 9:50	6.30E+17	"Red Bank, NJ"	Eastern Time (US & Canada)		Trumptastic #GOPDebate
540	No candidate mentioned	1	yes	1	Negative	0.6477	Jobs and Economy	0.6591		hunter_chip		118				8/7/15 9:50	6.30E+17	"Dayton, ohio"			"RT @MattyIceAZ: US Economy added 215,000 jobs in July. This must be the result of ""job-killing Obamacare"" Republicans talked about last nig…"
541	No candidate mentioned	1	yes	1	Positive	0.6667	None of the above	1		JeffreyAtwan		0				8/7/15 9:50	6.30E+17	Southern California	Pacific Time (US & Canada)		"""@CarlyFiorina was one of the biggest winners Thursday night without even stepping on the prime-time stage."" -@CNN #GOPDebate"
542	Donald Trump	0.686	yes	1	Negative	1	None of the above	1		ripleycal		0				8/7/15 9:50	6.30E+17	"Pasadena, CA"	Pacific Time (US & Canada)		"Re #GOPDebate: Sure, it's all fun and games until one of these wackos has his finger on the big red button. http://t.co/ndgrhvpB4I"
543	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		NancyLeeGrahn		5				8/7/15 9:50	6.30E+17	Daytime TV	Pacific Time (US & Canada)		How did everyone feel about the Climate Change question last night? Exactly. #GOPDebate
544	Ted Cruz	1	yes	1	Positive	0.6778	None of the above	1		DCSquibbsr		33				8/7/15 9:50	6.30E+17				RT @bodybynance: Absolutely! I have authored Kate's law. The leader of our OWN party BLOCKED Kate's law #CruzCrew #GOPDebate http://t.co/84…
545	No candidate mentioned	0.4453	yes	0.6673	Neutral	0.6673	None of the above	0.4453		RealStigShady		31				8/7/15 9:50	6.30E+17	"Eugene, OR"	America/Los_Angeles		"RT @NadaMoo: Everyone's talking about the #GOPDebate. Meanwhile, I'm debating between Banana, PB &amp; Chocolate or Cookies n Cream. 😰 http://t…"
546	Donald Trump	1	yes	1	Negative	0.6629	FOX News or Moderators	1		palmaceiahome1		2				8/7/15 9:50	6.30E+17		Quito		Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate
547	No candidate mentioned	0.4247	yes	0.6517	Neutral	0.3596	None of the above	0.4247		YourGirrlAnge		0				8/7/15 9:50	6.30E+17	In Your Driveway 	Central Time (US & Canada)		Bring on the Democratic Debate already. Please &amp; Thank You #GOPDebate
548	Ben Carson	1	yes	1	Positive	1	None of the above	1		AmyCostin7		0				8/7/15 9:50	6.30E+17				Everyone still talking about what a great job @RealBenCarson did at the #GOPDebate last night. Articulate and very good points made. 👍🏼👍🏼👍🏼
549	Ted Cruz	1	yes	1	Neutral	0.6829	None of the above	0.6829		AnnaKarinMajer		578				8/7/15 9:50	6.30E+17				RT @tedcruz: We need a new Commander-in-Chief who will stand up to our enemies and that has credibility #GOPDebate #CruzCrew
550		0.2245	yes	0.6597	Positive	0.3308		0.2245		prolife1234		0				8/7/15 9:50	6.30E+17	pro-life	Pacific Time (US & Canada)		Chris Christie: Pro-Life Republicans Should Never Apologize for Being Pro-Life http://t.co/mDMnEd8lGq #GOPDebate http://t.co/T8olJo68Mj
551	Chris Christie	1	yes	1	Neutral	0.3613	Abortion	1		StevenErtelt		1				8/7/15 9:50	6.30E+17	USA	Mountain Time (US & Canada)		Chris Christie: Pro-Life Republicans Should Never Apologize for Being Pro-Life http://t.co/AIaRtbsMtX #GOPDebate http://t.co/pSfvOYI46j
552	No candidate mentioned	1	yes	1	Neutral	0.6092	None of the above	1		theheartlander		6				8/7/15 9:50	6.30E+17	Deep in the heart of Kansas	Bogota		RT @bg440_: Jindall and Fiorina are the only two that stand out in the opening act #GOPDebate
553	No candidate mentioned	1	yes	1	Negative	0.7234	FOX News or Moderators	1		ElsieSnuffin		0				8/7/15 9:50	6.30E+17	"Washington, DC "	Eastern Time (US & Canada)		"@jkarsh Pffft. Since when does Fox care about lady viewers? Plus, Megyn's sole goal in the #GOPDebate was to come out the winner."
554	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Duffmid		185				8/7/15 9:50	6.30E+17				"RT @jfreewright: Last time I heard ""stupid"" &amp; ""idiot"" used so liberally in a debate was during a race for the president of my kindergarten …"
555	Mike Huckabee	1	yes	1	Positive	1	None of the above	0.6739		RhondaWatkGwyn		0				8/7/15 9:50	6.30E+17	"Mount Airy, North Carolina"	Eastern Time (US & Canada)		I had to laugh when #Huck mentioned the pimps. Get 'em all Mike! #ImWithHuck #GOPDebate #th2016 #ccot #tcot https://t.co/lMoH591w9T
556	No candidate mentioned	1	yes	1	Negative	0.683	None of the above	1		chrismanderson		195				8/7/15 9:50	6.30E+17	"Chattanooga, TN"	Eastern Time (US & Canada)		RT @DWStweets: My message from the spin room to Univision? The winner of the #GOPDebate tonight was next year's Democratic nominee. http://…
557	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		lupo4cl2		207				8/7/15 9:50	6.30E+17				RT @brianstelter: Overnight #'s: #GOPDebate had a 16.0 household rating. The biggest GOP debates in 2011/12 had 5.3 ratings http://t.co/vhL…
558	Donald Trump	1	yes	1	Negative	0.669	None of the above	0.6586		utkdeep		751				8/7/15 9:50	6.30E+17	"Madison , AL"			RT @Ben_Elder1155: Donald Trump to Rand Paul tonight. #GOPDebate http://t.co/jV4yfOv7xZ
559	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		SpenceWhitney		0				8/7/15 9:50	6.30E+17	"Currently in Oakland, CA."	Pacific Time (US & Canada)		#GOPDebate was a great theatrical performance. They should do Broadway.
560	No candidate mentioned	1	yes	1	Positive	0.3549	FOX News or Moderators	1		samanthamegan21		0				8/7/15 9:50	6.30E+17	"Washington, D.C.and New York"	Eastern Time (US & Canada)		"Omg @megynkelly! I am not a Fox News fan and not a Clinton fan.. But she did an amazing job last night, impressed with her qs. #GOPDebate"
561	Donald Trump	1	yes	1	Negative	0.6552	None of the above	0.6552		zachsauce		0				8/7/15 9:50	6.30E+17				"Although the occasional dick, @realDonaldTrump sure knows how to keep these political debates alive and exciting. #GOPDebate"
562	No candidate mentioned	1	yes	1	Negative	1	Abortion	0.6813		GabbyAubuchon		414				8/7/15 9:50	6.30E+17				"RT @LaurenGreenberg: So it's okay to kill people if you're in the military, but it's not okay to get an abortion if you're a rape victim…"
563	No candidate mentioned	0.4347	yes	0.6593	Negative	0.3516	None of the above	0.4347		drsunda		125				8/7/15 9:50	6.30E+17	new delhi ( India)	New Delhi		RT @NYMag: Hillary Clinton spent #GOPDebate night with the Kardashians: http://t.co/gkLcCJoBi5 http://t.co/76XRSJ0rNQ
564	No candidate mentioned	1	yes	1	Negative	1	Abortion	1		manton_jeanne		0				8/7/15 9:50	6.30E+17				"So, it's official; the GOP 2016 Platform is less abortion, more war. That's it. That's what they are after. #GOPDebate #Priorities"
565	Mike Huckabee	1	yes	1	Negative	1	None of the above	0.6272		TNBIX		1736				8/7/15 9:50	6.30E+17	"Washington, DC"	Central Time (US & Canada)		"RT @pattonoswalt: ""Kill people and break things,"" Huckabee just described the GOP. #GOPDebate"
566	No candidate mentioned	0.4539	yes	0.6737	Positive	0.6737	FOX News or Moderators	0.4539		MaddyKarimyar		11				8/7/15 9:50	6.30E+17		Tijuana		"RT @sallykohn: I think @megynkelly won #GOPDebate! Hard hitting questions of concern to majority of voter, not just fringe GOP base. #Me…"
567	Ben Carson	0.6882	yes	1	Negative	0.6774	Racial issues	0.6882		stringfellow2		0				8/7/15 9:50	6.30E+17	SD	Atlantic Time (Canada)		"@AmbitiousPaul ""our skin does not make us who we are.. It's our brain"" How is that a sellout? #GOPDebate"
568	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		chrismanderson		68				8/7/15 9:50	6.30E+17	"Chattanooga, TN"	Eastern Time (US & Canada)		RT @DWStweets: Final thoughts from the #GOPDebate tonight — the Republican Party is out of touch and out of date. http://t.co/tueGrpP46M
569	Marco Rubio	0.4353	yes	0.6598	Negative	0.6598	None of the above	0.4353		mikeymo22		104				8/7/15 9:50	6.30E+17	"Sicklerville,NJ"	Eastern Time (US & Canada)		"RT @Writeintrump: #GOPDebate After Party Update: Rubio, Cruz, and Bush are huddled in the corner speaking Spanish. I think they're plottin…"
570	Scott Walker	0.4395	yes	0.6629	Negative	0.3371	Abortion	0.4395		DivaMomVicki		172				8/7/15 9:50	6.30E+17	"Southwest, USA"	Pacific Time (US & Canada)		RT @LilaGraceRose: .@megynkelly Abortion is never medically necessary. Why are you touting @PPact talking points in question to @ScottWalke…
571	No candidate mentioned	1	yes	1	Neutral	0.6737	None of the above	1		RachelJolman		103				8/7/15 9:50	6.30E+17	"Michigan, USA"	Pacific Time (US & Canada)		RT @LeoKapakosNY: BREAKING: President Obama and VP Biden closely watching the #GOPDebate http://t.co/jsmiznWhJQ
572	No candidate mentioned	1	yes	1	Neutral	0.6691	Abortion	1		RobertJordan16		0				8/7/15 9:50	6.30E+17				Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts
573	No candidate mentioned	1	yes	1	Negative	0.6778	None of the above	1		TheDreaClark		0				8/7/15 9:50	6.30E+17	Los Angeles	Arizona		The real nerd fun is fact checking the #GOPDebate http://t.co/UN2cj2Dotj
574	No candidate mentioned	1	yes	1	Negative	1	LGBT issues	0.6731		thompsonmanguy		106				8/7/15 9:50	6.30E+17	Here			RT @tnyCloseRead: Santorum just compared #SCOTUS's marriage ruling to Dred Scott. Here's why that analogy is nonsense: http://t.co/xjzdnXdM…
575	No candidate mentioned	0.4585	yes	0.6771	Positive	0.6771	None of the above	0.4585		chickenman246		182				8/7/15 9:50	6.30E+17	http://www.ojjpac.org/memorial	Central Time (US & Canada)		RT @FredZeppelin12: Priceless. @CarlyFiorina cleans Chris Matthew's clock post-debate. This woman is a contender#GOPDebate #GoCarly  h…
576	No candidate mentioned	0.4528	yes	0.6729	Negative	0.6729	Religion	0.4528		SpaceMarine40		0				8/7/15 9:50	6.30E+17		Eastern Time (US & Canada)		@NPR RIP NILOY. This is why #Islam ic #fundamentalists must die. It's either them or normal humans. #ISIS #IranDeal #GOPDebate
577	No candidate mentioned	0.4356	yes	0.66	Neutral	0.34	None of the above	0.4356		Rosemarrisa		1				8/7/15 9:50	6.30E+17		Pacific Time (US & Canada)		RT @Dosta1: “@DailyMail: The future First Family at the #GOPDebate? http://t.co/nMKFGAd4Ei http://t.co/IwWRPSnTpl”😊
578	Mike Huckabee	0.4179	yes	0.6465	Neutral	0.3333	None of the above	0.4179		2ward4ward		3				8/7/15 9:50	6.30E+17	"California, USA"	Pacific Time (US & Canada)		RT @georgehenryw: The Master of Useful Humor#gopdebate #imwithhuck #gop #ccot #teaparty #tcot #makedclisten #wethepeople #uniterighthttp…
579	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		Tigerdell		645				8/7/15 9:50	6.30E+17		Pacific Time (US & Canada)		"RT @AmyMek: After this debate, my opinion changed the MOST about @foxnews, @megynkelly, @BretBaier &amp; Chris Wallace! Utterly Disappointed…#G…"
580	Ted Cruz	0.4444	yes	0.6667	Positive	0.6667	None of the above	0.4444		zhynaryll		289				8/7/15 9:50	6.30E+17	"Eufaula, AL"			RT @tedcruz: A great #GOPDebate discussing issues important to the American people: https://t.co/WeMKfA9vLN Join our fight: https://t.co/xV…
581	No candidate mentioned	1	yes	1	Negative	0.6966	None of the above	1		sandphillips		0				8/7/15 9:50	6.30E+17	USA and proud of it.			"#GOPDebate #Hillary2016 I share some sentiments, I have some favorites on #GOP side, but I have no enthusiasm, don't want to vote for any."
582	Jeb Bush	0.2244	yes	0.66	Neutral	0.34	FOX News or Moderators	0.4356		ritzy_jewels		155				8/7/15 9:50	6.30E+17				RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
583	Rand Paul	0.3888	yes	0.6235	Negative	0.3176	None of the above	0.3888		ThatRoadLife		0				8/7/15 9:50	6.30E+17				hadiyah: Rand Paul rocking that Wet and Wavy. Ooh Kill'em! #GOPDebate
584	No candidate mentioned	0.434	yes	0.6588	Negative	0.6588	Racial issues	0.2325		Sceddar		2				8/7/15 9:50	6.30E+17	East LA aka East Lower Alabama	Central Time (US & Canada)		"RT @sethanikeem: @PhaedraBonewits #GOPDebate SPOILER ALERT: A rich, white guy tells the country how he's going to help other rich, white gu…"
585	No candidate mentioned	1	yes	1	Neutral	0.6889	None of the above	1		GloGloMiller		0				8/7/15 9:50	6.30E+17	Idahome			Anybody get some free tacos last night? #GOPdebate
586	Jeb Bush	0.3923	yes	0.6264	Negative	0.3297	None of the above	0.3923		ThatRoadLife		0				8/7/15 9:50	6.30E+17				hadiyah: Jen Bush looks like an Art Teacher for an inner city school and everyday his car gets vandalized. #GOPDebate
587	Jeb Bush	0.4444	yes	0.6667	Negative	0.3556	None of the above	0.4444		ThatRoadLife		0				8/7/15 9:50	6.30E+17				hadiyah: Lets see Jeb Bush try to solve a Common Core math problem. #GOPDebate
588	Ben Carson	0.4635	yes	0.6808	Negative	0.6808	None of the above	0.4635		ThatRoadLife		0				8/7/15 9:50	6.30E+17				"hadiyah: Bruh, Ben Carson is boring AF! He need to punch Trump in the face so he can get in the game. #GOPDebate"
589	Donald Trump	1	yes	1	Negative	0.6848	None of the above	1		ThatRoadLife		0				8/7/15 9:50	6.30E+17				hadiyah: Somebody needs to get the water off the stage before Trump and Paul start tossing drinks at each other. #GOPDebate
590	No candidate mentioned	1	yes	1	Neutral	0.6922	Racial issues	0.6482		ComedianMarcya		0				8/7/15 9:50	6.30E+17	"North Carolina, USA"	Eastern Time (US & Canada)		#BlackLivesMatter sho is silent @ #GOPDebate https://t.co/JodJLgG2yY
591	Ben Carson	0.4495	yes	0.6705	Neutral	0.6705	FOX News or Moderators	0.2362		ThatRoadLife		0				8/7/15 9:50	6.30E+17				hadiyah: So when do we get to police brutality and black lives? I bet Ben Carson gets that question. That's IF they even ask it. #GOPDebate
592	Donald Trump	1	yes	1	Negative	1	None of the above	1		pastwarranty		0				8/7/15 9:50	6.30E+17	"New York, NY"	Eastern Time (US & Canada)		"@kesgardner Agreed. Still, he's the one everyone is talking about. #mystified #GOPDebate"
593	Donald Trump	1	yes	1	Negative	1	Immigration	1		GavHull		1838				8/7/15 9:50	6.30E+17		Central Time (US & Canada)		RT @pattonoswalt: Donald Trump's views on immigration are based solely on the first 8 minutes of SCARFACE. #GOPDebate
594	No candidate mentioned	0.4395	yes	0.6629	Positive	0.6629	None of the above	0.4395		Conssista		1				8/7/15 9:50	6.30E+17				Rightly so Frank. Rightly so. #GOPDebate https://t.co/32CFasI17d
595	Donald Trump	0.4171	yes	0.6458	Negative	0.6458	None of the above	0.4171		Alisonnj		0				8/7/15 9:50	6.30E+17	Northeast USA	Eastern Time (US & Canada)		Maybe if we should paying attention to every little thing #DonaldTrump sez .he's not a novelty anymore! #GOPDebate #GOPClownCar
596	No candidate mentioned	0.4211	yes	0.6489	Negative	0.3404		0.2278		meyerlandesman		159				8/7/15 9:50	6.30E+17				RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj #GOPDebate #FightFor15 http://t.c…
597	No candidate mentioned	0.3976	yes	0.6305	Neutral	0.6305		0.233		smmoore2		13				8/7/15 9:50	6.30E+17	The Earth's Crust	Eastern Time (US & Canada)		RT @ColorOfChange: Or better said: http://t.co/mXxHGYMb2a #KKKorGOP #GOPDebate
598	Ben Carson	0.3923	yes	0.6264	Negative	0.6264	None of the above	0.3923		Myop1357		1410				8/7/15 9:50	6.30E+17	orlando	Eastern Time (US & Canada)		"RT @billmaher: Ben Carson doubts HIllary will be the Dem nominee?? Ben, do you still have your brain-cutting tools? And a mirror? OK, lie d…"
599	Donald Trump	1	yes	1	Negative	0.6435	None of the above	1		sgaut		0				8/7/15 9:49	6.30E+17				Trump's lead shows just how low the Bar is for GOP Nomination &amp; speaks to Base approval of their elected leaders! #GOPDebate #UniteBlue #P2
600	No candidate mentioned	0.4162	yes	0.6452	Negative	0.3333	None of the above	0.4162		LordWhatAMess		0				8/7/15 9:49	6.30E+17		Eastern Time (US & Canada)		same old tiresome #gop #tcot BS The #Republican Debate: There He Blows http://t.co/Sff0jUexUx #gopdebate // #Sanders2016
601	No candidate mentioned	1	yes	1	Negative	0.686	None of the above	1		Joeweiss_2000		0			"[40.60348769, -73.99338713]"	8/7/15 9:49	6.30E+17	"Brooklyn, NY"	Eastern Time (US & Canada)		@pharris830 @Shareaholic That's too extreme and violates the First Amendment #GOPDebate
602	Ted Cruz	0.4589	yes	0.6774	Positive	0.6774	None of the above	0.4589		leahmeyer49		1				8/7/15 9:49	6.30E+17	"South Florida, USA"			#Winning #CruzCrew 😎 Keep It Up! #TedCruz2016 #GOPDebate https://t.co/uR7q4KjRfx
603	No candidate mentioned	0.6802	yes	1	Negative	1	Abortion	0.6602		TCGallardo		0				8/7/15 9:49	6.30E+17	Earth	Tijuana		Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/sPe1VvGuy7 via @HuffPostWomen
604	Rand Paul	1	yes	1	Negative	1	FOX News or Moderators	1		gambling3NT		0				8/7/15 9:49	6.30E+17	colorado			(cont)#GOPDebate Losers: Rand @RandPaul (too combative and mean) and @realDonaldTrump (the fix was in) Biggest Loser: FoxNews credibility
605	Jeb Bush	1	yes	1	Negative	0.6417	None of the above	1		badjerry_1		14				8/7/15 9:49	6.30E+17				"RT @imraansiddiqi: Jeb Bush - ""I'm gonna have to earn this.""-Said no Bush, ever.#GOPDebate"
606	Ben Carson	1	yes	1	Negative	1	Foreign Policy	1		ColdSober787		607				8/7/15 9:49	6.30E+17	Oregon	Arizona		RT @megynkelly: .@RealBenCarson: There is no such thing as a politically correct war #GOPDebate
607	Donald Trump	1	yes	1	Neutral	0.6444	Foreign Policy	1		George_Gramm		1				8/7/15 9:49	6.30E+17	Welcome to Greece:)			RT @Anergo_Teacher: Imagine a #Trump Administration dealing with a US-Russia crisis. WWIII #GOPDebate
608	Donald Trump	1	yes	1	Neutral	0.357	FOX News or Moderators	0.6653		ZarkoElDiablo		354				8/7/15 9:49	6.30E+17		Eastern Time (US & Canada)		RT @ThePatriot143: You Don't have to support Trump to realize that every question was delivered in a Backhanded manner #GOPDebate http://t.…
609	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		LatinosforCruz		110				8/7/15 9:49	6.30E+17	TX USA! 	Central Time (US & Canada)		RT @ChristiChat: #WakeUpAmerica@SheriffClarke I Agree!@CarlyFiorina is a FORCE!#TCOT#SisterPatriots#Carly2016#GOPDebate http://t.c…
610	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		SydneyBrown2112		4				8/7/15 9:49	6.30E+17				"RT @HippieLily: How @_shannonrose17_ and I are dealing with the #GOPDebate 😂 these are the republicans, America http://t.co/tlZ8rK7jr7"
611	Rand Paul	0.3872	yes	0.6222	Neutral	0.6222	Jobs and Economy	0.3872		aeroG		7				8/7/15 9:49	6.30E+17	"Houston, Texas"	Central Time (US & Canada)		"RT @ChronFalkenberg: ""We do not project power from bankruptcy court. We're borrowing a million dollars a minute."" Rand Paul. #GOPDebate"
612	No candidate mentioned	0.4247	yes	0.6517	Neutral	0.6517	None of the above	0.4247		RT0787		0				8/7/15 9:49	6.30E+17	USA	Hawaii		DCSoljaGurl: Fact checking (for those just recovering from last night's #DrinkingGame #GOPDebate ) … http://t.co/AuhlNZrEO4
613	No candidate mentioned	1	yes	1	Positive	0.3488	None of the above	1		ToksOlagundoye		0				8/7/15 9:49	6.30E+17	"All over, baby!"	Pacific Time (US & Canada)		"Ok, @tyeblue makes me giggle 😂 #Guuuurrrl #GOPdebate https://t.co/4JKa5BUHXv"
614	No candidate mentioned	1	yes	1	Negative	0.6573	None of the above	1		peterheyck		61				8/7/15 9:49	6.30E+17	"Ottawa, Canada"	Eastern Time (US & Canada)		"RT @daveweigel: I believe that the phrase ""If I am the nominee, I will not run as an independent"" was uttered. #GOPDebate"
615	Ben Carson	0.3951	yes	0.6285	Positive	0.6285	None of the above	0.3951		simpletonbear		189				8/7/15 9:49	6.30E+17				RT @MrGeorgeWallace: The other candidates are stayin' pretty calm considering they assume Dr. Carson's gonna mug them at some point. #GOPDe…
616	Donald Trump	1	yes	1	Positive	1	None of the above	1		jonnobotz		401				8/7/15 9:49	6.30E+17				RT @nerdist: Trump's really great in Orange is the New Orange #GOPDebate
617	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Deb_Libby		1				8/7/15 9:49	6.30E+17	East coast	Eastern Time (US & Canada)		RT @andreafed: @Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster).…
618	No candidate mentioned	1	yes	1	Neutral	0.6628	None of the above	1		iAintBragging		315				8/7/15 9:49	6.30E+17	probs rehearsal 	Pacific Time (US & Canada)		RT @a_fruen: .@HillaryClinton as she watches this train wreck #GOPDebate http://t.co/LEMIJfkdXx
619	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		RedRoadRail		11				8/7/15 9:49	6.30E+17	Missouri & Florida Wisconsin	Mountain Time (US & Canada)		RT @NinjaEconomics: What are the best drinking games for the #GOPDebate tonight?
620	Rand Paul	0.4171	yes	0.6458	Negative	0.6458	Gun Control	0.4171		davesfavorites		516				8/7/15 9:49	6.30E+17				"RT @pattonoswalt: Wait, does Rand Paul want to marry a gun? Not saying that's a deal-breaker for me, but still #GOPDebate"
621	No candidate mentioned	0.3765	yes	0.6136	Neutral	0.3068	None of the above	0.3765		AlexLaBarba		0				8/7/15 9:49	6.30E+17	TEXAS	Mountain Time (US & Canada)		'Is Joe Flacco elite' sign crashes Republican debate Still no one knows. http://t.co/YPQvOMX5Ne #NFL #GOPDebate
622	No candidate mentioned	1	yes	1	Negative	0.6854	None of the above	1		WendyRMonkey		177				8/7/15 9:49	6.30E+17	Land of the butter cow	Mountain Time (US & Canada)		RT @ChrchCurmudgeon: I'd vote for a hologram of Calvin Coolidge moonwalking across the stage right about now.#GOPDebate
623	Donald Trump	1	yes	1	Negative	0.6619	Immigration	1		Kelsie_Berg		7				8/7/15 9:49	6.30E+17		Eastern Time (US & Canada)		RT @TheFriddle: Trump: Mexico!!!Rubio: Majority of illegals aren't Mexican.That's what grandstanding vs understanding real issue looks …
624	No candidate mentioned	1	yes	1	Negative	0.6506	None of the above	1		DykstraDame		2				8/7/15 9:49	6.30E+17	NY			"The #GOPDebate was like a super crappy cage fight of blustering, bumbling, old wrinkled-up tuckus clinchers without the cage."
625	Rand Paul	1	yes	1	Negative	1	None of the above	1		carol_holman		2				8/7/15 9:49	6.30E+17	 Clarkrange Tennessee			"RT @Norsu2: Rand Paul could drop out of top 10 w dreadful, petulent debate. Fiorina moves up #gopdebate #tcot"
626	Donald Trump	0.4707	yes	0.686	Negative	0.686	None of the above	0.4707		DBreban		1				8/7/15 9:49	6.30E+17		Melbourne		RT @weeklystandard: .@realDonaldTrump is looking more like Bernie Sanders - on the issues http://t.co/bzKnuXxObk #GOPDebate http://t.co/dxx…
627	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		peterheyck		133				8/7/15 9:49	6.30E+17	"Ottawa, Canada"	Eastern Time (US & Canada)		"RT @daveweigel: The official debate line-up from L-R: Loser, Loser, Loser, Loser, Classy, Loser, Loser, Loser, Loser, Loser. #GOPDebate"
628	Mike Huckabee	1	yes	1	Neutral	0.6629	None of the above	1		2ward4ward		7				8/7/15 9:49	6.30E+17	"California, USA"	Pacific Time (US & Canada)		"RT @JHoganGidley: ""We've got a clip from Mike Huckabee that was the number 1 dial clip of the ENTIRE 2 hours,"" @FrankLuntz. #GOPDebate http…"
629	No candidate mentioned	1	yes	1	Negative	0.6632	None of the above	0.6947		SenoritaJess		0				8/7/15 9:49	6.30E+17	Born & Raised in NELA	Pacific Time (US & Canada)		#GOPDebate madness last night. DNC this morning . #Guuuuurrrrlllll http://t.co/QkKPnkx0c4
